Word,E,P,A
ATTENTION,6.68,4.05,6.47
ATTENTIVE,6.43,4.37,6.62
ATTEST,5.1,3.68,6.26
ATTIC,4.95,3.45,5.36
ATTIRE,6.16,3.95,5.78
ATTITUDE,4.72,4.76,5.88
ATTORNEY,3.67,4.8,5.53
ATTRACT,6.38,5.35,5.6
ATTRACTION,7.0,5.4,4.62
ATTRACTIVE,7.19,4.91,6.81
ATTRIBUTE,5.67,4.12,6.0
AUBURN,5.89,3.62,5.61
AUCTION,5.43,4.5,5.33
AUCTIONEER,5.09,4.0,5.37
AUDACIOUS,5.11,4.28,5.41
AUDACITY,5.2,4.1,5.33
AUDIBLE,6.05,4.45,6.26
AUDIENCE,5.89,4.91,5.14
AUDIO,6.56,4.29,5.96
AUDIT,2.82,5.78,3.68
AUDITION,5.2,4.24,6.0
AUDITOR,3.26,3.7,5.2
AUDITORIUM,6.05,4.45,5.05
AUDITORY,5.05,4.5,6.11
AUNT,6.56,2.71,4.28
AUNTIE,6.24,3.58,5.79
AURA,6.45,4.7,5.65
AUSPICIOUS,4.76,3.39,5.5
AUTHENTIC,6.91,4.55,6.58
AUTHENTICATE,5.1,4.36,5.78
AUTHENTICITY,6.81,4.42,6.23
AUTHOR,6.33,2.73,6.38
AUTHORITY,4.76,5.35,5.19
AUTHORIZATION,5.86,4.32,4.77
AUTHORIZE,5.37,4.67,6.54
AUTISM,3.2,4.1,3.12
AUTISTIC,3.62,4.24,2.43
AUTO,5.0,4.95,5.7
AUTOBIOGRAPHICAL,4.82,3.74,5.89
AUTOBIOGRAPHY,5.79,2.85,6.5
AUTOGRAPH,6.21,3.55,6.1
AUTOGRAPHED,6.14,4.65,6.42
AUTOMATED,4.74,4.05,4.5
AUTOMATIC,6.05,3.7,5.27
AUTOMOBILE,5.45,3.91,6.0
AUTOMOTIVE,5.37,4.5,5.38
AUTONOMY,5.05,4.09,6.19
AUTOPILOT,5.65,4.11,3.72
AUTOPSY,2.62,4.36,3.22
AUTUMN,7.12,3.21,5.17
AUXILIARY,5.26,3.61,5.81
AVAIL,5.42,3.77,6.0
AVAILABILITY,5.68,4.38,5.5
AVAILABLE,6.86,4.04,6.59
AVALANCHE,4.0,6.55,3.24
AVENGE,4.05,6.35,5.92
AVENGING,4.89,6.1,6.55
AVENUE,5.74,3.3,5.18
AVERAGE,4.89,3.29,5.59
AVERSION,4.0,5.14,4.81
AVERT,5.16,3.62,5.22
AVIATION,5.9,4.05,5.62
AVIATOR,6.39,4.67,6.13
AVID,5.74,4.32,5.71
AVOCADO,6.32,4.05,5.22
AVOID,4.1,3.92,4.81
AVOIDANCE,3.35,4.95,4.88
AWAIT,5.33,2.91,4.71
AWAKE,6.76,5.5,6.68
AWAKEN,6.05,4.29,6.09
AWAKENING,6.41,4.67,6.54
AWARD,7.86,5.85,6.9
AWARE,6.86,4.7,7.05
AWARENESS,6.45,3.73,7.22
AWE,6.85,3.83,5.85
AWED,6.05,4.21,6.0
AWESOME,7.86,6.05,7.11
AWFUL,2.28,4.86,3.06
AWKWARD,2.95,4.55,4.25
AWKWARDNESS,3.86,4.65,4.13
AWNING,5.79,2.9,5.29
AXE,3.48,5.64,5.55
AXIS,4.19,3.92,5.59
AXLE,4.67,2.45,5.3
BABBLE,4.55,4.0,4.74
BABE,6.86,4.25,6.79
BABOON,5.55,5.11,4.96
BABY,6.67,4.97,4.94
BABYSIT,4.74,3.67,5.74
BABYSITTER,6.55,3.48,5.68
BACARDI,5.68,4.36,5.79
BACHELOR,5.58,4.14,5.13
BACHELORETTE,5.52,4.09,4.89
BACK,4.76,2.59,5.22
BACKBOARD,4.7,3.41,5.47
BACKBONE,5.16,4.05,6.4
BACKDOOR,4.86,3.85,5.43
BACKDROP,5.45,2.7,5.27
BACKER,4.73,3.53,5.62
BACKFIRE,3.0,4.79,3.5
BACKGAMMON,5.6,2.06,4.83
BACKGROUND,5.05,3.67,5.57
BACKHAND,3.5,4.61,4.9
BACKPACK,6.05,3.68,6.5
BACKROOM,4.6,3.5,5.08
BACKSEAT,4.84,3.32,3.9
BACKSIDE,4.58,3.68,5.22
BACKTRACK,4.26,3.15,5.3
BACKUP,5.85,3.45,5.85
BACKWATER,4.33,3.84,5.0
BACKWOODS,5.0,2.57,5.21
BACKYARD,6.1,3.88,6.79
BACON,7.52,4.16,6.11
BACTERIA,3.3,4.24,3.44
BACTERIAL,3.68,5.0,3.6
BAD,3.24,4.86,3.56
BADASS,6.14,6.68,6.0
BADGE,5.24,4.4,5.75
BADGER,4.63,4.35,4.58
BADNESS,3.55,4.38,4.08
BAG,5.05,3.43,5.62
BAGEL,6.32,3.6,5.17
BAGGAGE,4.5,4.0,5.95
BAGGIE,5.43,3.55,5.33
BAGGY,4.45,4.05,5.21
BAGMAN,4.7,2.7,3.86
BAIL,3.79,3.91,4.0
BAILIFF,3.95,4.33,4.86
BAIT,4.0,3.5,5.95
BAKE,7.2,5.0,6.83
BAKERY,6.79,3.86,5.74
BALANCE,6.84,4.13,5.47
BALCONY,6.11,4.0,5.09
BALD,2.85,3.71,4.5
BALDING,3.05,3.38,3.65
BALDY,3.95,2.7,5.22
BALE,4.9,2.78,4.91
BALL,6.14,3.48,5.47
BALLAD,6.33,3.6,6.32
BALLAST,4.67,4.06,4.86
BALLERINA,6.79,3.73,5.59
BALLET,6.86,3.72,5.62
BALLGAME,7.0,4.65,5.26
BALLISTIC,5.0,4.09,4.3
BALLISTICS,4.05,5.58,4.71
BALLOON,6.84,3.9,5.45
BALLOT,5.29,4.15,5.45
BALLPARK,5.44,3.85,5.16
BALLPLAYER,5.26,4.09,6.24
BALLPOINT,5.1,2.46,5.26
BALLROOM,5.75,4.27,5.67
BALLSY,4.9,5.29,5.88
BALM,6.24,3.36,5.58
BALMY,5.23,4.23,5.47
BAM,5.05,3.96,4.9
BAMBOO,6.33,3.2,5.6
BAN,3.38,5.2,5.86
BANANA,6.71,3.21,6.05
BAND,6.44,4.52,5.56
BANDAGE,3.63,3.64,4.4
BANDANNA,5.26,3.15,5.42
BANDIT,3.88,5.18,4.77
BANDSTAND,5.81,3.54,5.25
BANDWAGON,3.95,3.95,5.25
BANDWIDTH,5.32,3.43,4.91
BANE,3.9,3.95,3.5
BANG,5.1,6.09,4.89
BANGER,4.05,3.33,5.45
BANISH,3.85,4.71,4.64
BANISTER,5.42,2.55,5.83
BANJO,6.35,3.53,5.09
BANK,6.0,4.19,4.78
BANKER,4.89,3.38,5.32
BANKING,5.47,4.24,4.74
BANKROLL,6.05,4.95,5.58
BANKRUPT,2.21,5.49,3.41
BANKRUPTCY,2.52,5.39,3.31
BANNER,5.17,3.55,5.17
BANQUET,6.11,4.57,5.0
BANSHEE,3.58,5.09,4.15
BANTER,5.48,3.5,5.27
BANZAI,5.65,4.73,5.71
BAPTISM,6.62,3.96,5.23
BAPTIZE,5.59,3.32,6.57
BAR,5.0,4.53,5.48
BARBARIAN,3.14,6.26,3.67
BARBARIC,3.43,5.6,4.31
BARBECUE,7.1,5.55,5.59
BARBED,3.75,5.1,4.58
BARBER,4.89,3.18,5.91
BARBERSHOP,5.37,3.18,5.82
BARBIE_DOLL,5.23,3.96,5.58
BARD,4.45,2.94,5.32
BARE,5.5,4.65,5.58
BAREFOOT,6.91,4.33,6.82
BARF,2.32,5.0,3.71
BARGAIN,7.63,5.48,6.11
BARGAINING,5.37,4.14,6.37
BARGE,5.44,3.15,4.52
BARITONE,6.05,4.0,4.74
BARIUM,4.9,2.91,4.85
BARK,4.86,3.4,4.82
BARKEEP,5.7,3.71,5.54
BARLEY,4.95,3.62,5.79
BARMAID,4.85,4.6,4.59
BARMAN,5.28,4.95,4.74
BARN,6.16,3.57,5.65
BARNACLE,5.27,3.52,3.68
BARNYARD,5.65,2.55,5.15
BAROMETER,5.0,2.88,3.82
BARON,3.9,3.88,4.95
BARONESS,4.75,4.36,5.53
BARRACUDA,4.85,5.16,3.47
BARRAGE,4.24,3.96,4.64
BARREL,4.92,3.43,4.94
BARREN,3.79,3.59,3.7
BARRICADE,4.32,4.23,4.77
BARRIER,4.47,4.7,4.88
BARRISTER,4.95,3.18,4.96
BARROOM,4.9,4.65,4.71
BARTENDER,5.63,4.95,6.15
BARTER,5.64,4.74,6.45
BASE,5.68,3.1,6.37
BASEBALL,5.79,3.15,6.05
BASEBALL_BAT,5.75,3.39,5.86
BASELINE,5.4,2.52,5.16
BASEMAN,5.19,3.95,5.05
BASEMENT,4.81,3.33,5.26
BASH,3.68,5.14,4.46
BASHFUL,5.55,4.36,4.74
BASIC,5.5,2.95,6.05
BASICS,5.86,3.14,5.55
BASIL,6.43,3.82,5.36
BASIN,5.47,2.77,4.75
BASIS,5.42,2.68,5.18
BASK,6.37,3.86,6.17
BASKET,5.66,2.48,5.3
BASKETBALL,5.67,4.35,5.05
BASS,5.23,4.87,5.89
BASS_GUITAR,6.27,4.88,6.43
BASTARD,3.31,5.1,2.59
BAT,4.81,4.57,4.29
BATCH,5.57,3.29,5.43
BATH,7.0,3.25,6.64
BATHE,7.5,3.15,6.5
BATHHOUSE,5.32,4.0,5.68
BATHING,6.14,3.23,6.93
BATHROBE,6.48,4.05,5.47
BATHROOM,5.26,2.86,5.25
BATHTUB,6.26,3.63,5.91
BATON,4.63,3.64,5.38
BATTALION,5.14,4.76,4.77
BATTER,5.24,3.85,6.0
BATTERED,2.95,3.86,3.22
BATTERING,2.75,4.67,4.36
BATTERY,4.26,3.95,4.35
BATTLE,3.52,6.25,5.63
BATTLEFIELD,3.89,6.48,4.05
BATTLEGROUND,4.09,5.76,4.09
BATTLEMENTS,3.7,4.52,5.14
BATTLESHIP,4.43,3.41,5.3
BATTY,4.44,4.05,4.21
BAUBLE,5.71,3.83,4.67
BAWL,3.58,4.86,4.14
BAY,7.23,3.26,4.86
BAYONET,4.68,4.45,5.17
BAYOU,6.2,3.81,5.44
BAZAAR,6.42,5.9,5.48
BAZOOKA,5.37,6.1,4.04
BE,6.18,3.43,5.5
BEACH,7.21,5.1,5.7
BEACON,5.18,4.52,5.32
BEAD,6.05,3.4,3.91
BEADY,4.58,3.73,4.73
BEAK,4.9,2.81,4.28
BEAKER,5.5,3.79,6.0
BEAM,5.74,3.59,6.54
BEAN,6.0,2.95,5.6
BEANBAG,5.88,3.0,6.17
BEANIE,5.58,3.58,5.36
BEAR,5.33,4.5,3.59
BEARABLE,5.72,3.57,5.47
BEARD,5.09,3.18,5.42
BEARDED,5.67,5.53,6.06
BEARER,4.95,4.7,5.67
BEARINGS,5.43,3.29,5.32
BEARSKIN,4.25,3.95,5.6
BEAST,4.42,5.83,4.08
BEASTLY,4.19,6.22,4.38
BEAT,4.38,5.52,5.59
BEATER,3.06,4.22,4.84
BEATNIK,3.89,4.21,4.61
BEAUTIFUL,7.61,5.71,6.17
BEAUTY,7.58,4.89,5.6
BEAVER,5.0,4.05,5.15
BEBOP,6.26,3.95,5.25
BECOME,6.32,3.43,6.18
BED,7.16,3.0,6.73
BEDDING,5.05,3.65,6.0
BEDPAN,2.74,5.05,4.0
BEDROOM,7.0,4.9,6.84
BEDSIDE,5.89,2.96,5.93
BEDSPREAD,6.05,2.7,6.0
BEDTIME,6.57,3.76,7.05
BEE,3.68,5.65,5.32
BEEF,6.11,4.37,6.32
BEEFSTEAK,5.53,4.05,5.61
BEEHIVE,4.26,5.39,4.47
BEEP,5.11,3.82,4.74
BEEPER,4.9,3.16,4.18
BEER,5.67,4.3,5.33
BEES,5.14,5.53,4.2
BEESWAX,5.15,3.62,5.53
BEETLE,4.2,4.45,5.93
BEFALL,3.91,4.24,4.27
BEFRIEND,7.14,4.25,6.32
BEG,3.72,4.65,3.17
BEGGAR,2.92,4.29,4.16
BEGIN,6.44,2.85,5.72
BEGINNER,5.15,3.5,4.79
BEGINNING,6.39,3.0,5.72
BEGRUDGE,3.95,4.47,5.33
BEHAVE,6.25,3.72,7.05
BEHAVIOR,5.28,4.27,5.88
BEHAVIORAL,5.1,4.1,5.96
BEHOLD,6.48,3.88,6.59
BEHOLDEN,5.05,3.24,4.84
BEIGE,5.26,2.6,5.05
BELATED,4.21,3.19,5.32
BELAY,5.5,3.43,4.72
BELCH,4.18,4.77,4.75
BELIEF,6.14,3.95,7.18
BELIEVABLE,6.89,4.05,5.3
BELIEVE,7.05,3.33,6.56
BELIEVER,5.64,4.1,6.4
BELITTLE,2.7,4.05,2.92
BELL,5.67,4.7,6.16
BELLBOY,4.95,3.13,5.08
BELLHOP,5.47,4.0,5.37
BELLIGERENT,3.11,5.0,3.56
BELLMAN,5.35,3.25,4.93
BELLOW,4.63,4.75,6.26
BELLY,4.37,3.75,4.96
BELLYBUTTON,5.73,4.95,5.19
BELLYFUL,5.85,3.28,5.17
BELONG,6.5,2.9,5.44
BELONGINGS,6.09,3.96,6.17
BELOVED,7.38,4.91,6.85
BELT,4.44,3.45,5.75
BELUGA,5.1,3.77,5.74
BENCH,5.5,3.46,5.81
BEND,5.75,4.4,6.0
BENEFACTOR,6.0,2.95,4.5
BENEFICIAL,6.61,4.18,6.3
BENEFICIARY,6.19,4.45,6.5
BENEFIT,6.87,3.53,6.25
BENEVOLENCE,6.29,4.35,5.43
BENEVOLENT,5.95,3.6,5.0
BENIGN,5.86,3.26,6.0
BENZENE,4.53,3.95,4.92
BEQUEATH,4.64,4.39,5.6
BEREAVED,3.65,5.23,4.45
BEREAVEMENT,3.2,4.45,3.97
BERET,5.05,3.78,4.79
BERSERK,3.75,5.08,4.29
BERTH,4.52,2.71,5.3
BERYLLIUM,5.6,3.87,4.93
BESEECH,4.89,4.77,4.26
BESTOW,6.5,3.8,6.27
BESTSELLER,6.82,5.89,6.14
BET,4.95,4.76,5.5
BETA,5.55,3.6,4.41
BETRAY,2.52,5.33,3.86
BETRAYAL,2.24,5.71,3.12
BEVERAGE,7.17,3.38,6.58
BEWARE,3.3,5.24,5.32
BEWILDERED,4.32,4.57,4.42
BIAS,3.95,4.27,5.44
BIASED,4.21,5.52,4.57
BIB,5.78,3.57,5.16
BIBLE,5.74,3.65,5.0
BIBLICAL,6.52,3.73,5.3
BICARBONATE,4.9,3.5,4.86
BICENTENNIAL,6.3,4.7,5.5
BICEPS,5.95,4.42,6.45
BICKER,2.81,5.13,4.54
BICYCLE,6.71,3.95,6.2
BID,5.16,4.0,5.67
BIDDER,5.39,3.5,5.32
BIDDING,5.29,4.91,5.76
BIDE,4.5,3.61,5.41
BIG,5.64,4.33,5.61
BIGAMY,3.15,4.36,4.21
BIGGIE,5.32,3.76,5.36
BIGHORN,4.77,4.65,5.26
BIGMOUTH,3.71,5.3,5.58
BIGOT,2.75,5.37,3.12
BIGOTRY,2.24,6.15,4.53
BIKE,6.1,3.62,5.89
BIKER,5.32,4.04,4.68
BIKINI,5.57,5.43,5.57
BILATERAL,5.23,2.86,5.23
BILE,2.61,4.1,3.5
BILGE,4.55,3.73,4.79
BILL,3.11,4.0,4.0
BILLBOARD,4.25,4.0,5.15
BILLIARD,6.1,4.0,6.1
BILLING,3.23,5.18,4.47
BILLION,6.8,5.44,6.5
BILLIONAIRE,6.0,6.75,6.36
BIMBO,3.1,3.52,4.84
BIN,4.95,3.04,5.21
BINARY,4.58,3.29,4.6
BIND,4.82,4.53,4.24
BINDER,5.16,3.17,5.29
BINDING,4.15,4.21,4.27
BINGE,3.53,5.18,5.21
BINGO,5.62,5.0,5.23
BINOCULARS,5.57,2.58,6.1
BIO,5.2,3.14,6.05
BIOCHEMICAL,4.05,4.21,4.21
BIOCHEMIST,5.37,4.19,5.3
BIOCHEMISTRY,5.48,3.67,5.14
BIOGRAPHER,5.53,3.05,5.57
BIOGRAPHY,5.4,3.0,5.95
BIOLOGICAL,6.57,3.52,5.11
BIOLOGIST,5.85,3.27,5.85
BIOLOGY,6.0,4.1,4.45
BIONIC,5.42,5.18,4.91
BIOPSY,3.1,3.46,3.9
BIPOLAR,3.26,5.0,3.18
BIRCH,6.53,2.85,5.0
BIRD,6.75,3.83,5.88
BIRDCAGE,5.2,4.23,4.52
BIRDIE,6.47,3.43,5.43
BIRDMAN,5.0,4.15,5.5
BIRTH,6.52,5.75,5.0
BIRTHDAY,6.37,4.6,6.07
BIRTHING,5.29,6.4,4.9
BIRTHMARK,4.6,3.0,4.24
BIRTHPLACE,6.95,3.41,4.85
BIRTHRIGHT,5.63,4.58,6.75
BISCUIT,6.45,2.91,6.26
BISEXUAL,4.74,4.5,5.09
BISHOP,4.53,3.77,4.82
BISQUE,5.42,2.78,5.19
BISTRO,5.95,4.33,5.18
BIT,5.05,3.86,5.53
BITCH,2.55,5.95,3.65
BITCHY,3.11,4.83,4.24
BITE,3.52,5.1,6.58
BITER,3.59,5.27,4.5
BITSY,5.33,3.05,4.78
BITTER,3.63,4.64,4.58
BITTERNESS,3.15,5.1,4.62
BITTERSWEET,5.09,4.21,4.52
BITTY,5.16,3.6,5.2
BIZ,4.7,4.42,5.27
BIZARRE,4.41,5.0,4.5
BLAB,3.7,4.74,4.52
BLABBERMOUTH,2.9,4.48,4.26
BLACK,5.4,3.58,5.48
BLACK_SNAKE,2.6,5.76,3.79
BLACKBERRY,6.63,3.24,5.45
BLACKBIRD,5.62,3.5,5.04
BLACKBOARD,4.95,4.0,6.0
BLACKEN,4.1,3.95,4.74
BLACKFACE,3.2,4.43,4.48
BLACKJACK,5.0,5.05,5.0
BLACKLIST,3.45,4.0,3.21
BLACKMAIL,2.59,5.44,3.98
BLACKMAILER,2.05,5.11,2.77
BLACKNESS,3.82,4.52,5.23
BLACKOUT,3.73,4.89,2.76
BLACKSMITH,5.58,3.24,6.0
BLADDER,4.58,3.78,5.53
BLADE,3.9,4.52,4.56
BLAME,2.94,4.81,3.33
BLAMELESS,5.45,3.74,5.19
BLAND,3.88,2.43,5.77
BLANK,4.67,2.9,4.68
BLANKET,7.05,2.23,6.75
BLARE,4.8,4.68,4.79
BLASE,4.46,3.62,4.45
BLASPHEMOUS,3.18,4.62,3.27
BLASPHEMY,2.95,5.65,4.6
BLAST,4.45,4.5,4.45
BLASTER,4.89,5.0,5.38
BLASTOFF,6.33,5.2,5.28
BLATANT,3.68,4.62,5.45
BLAZE,4.47,5.33,4.2
BLAZER,5.5,4.22,5.46
BLEACH,4.62,5.3,4.89
BLEAK,3.96,3.18,3.85
BLEED,2.47,5.0,3.75
BLEEDER,3.29,5.9,3.6
BLEEP,5.0,4.85,5.27
BLEMISH,3.1,4.81,5.12
BLEND,5.63,3.48,5.36
BLENDER,5.16,4.05,5.53
BLESS,7.0,4.57,6.26
BLESSED,7.5,3.55,5.32
BLESSING,7.18,4.21,6.1
BLEU,4.84,3.67,5.43
BLIGHT,3.14,4.24,3.92
BLIMP,5.14,3.59,4.67
BLIND,2.8,3.73,3.04
BLINDFOLD,4.55,3.65,3.5
BLINDING,3.37,5.24,4.0
BLINDNESS,2.55,4.78,2.38
BLINK,5.25,3.12,4.83
BLIP,4.52,4.4,4.55
BLISS,7.62,4.13,6.36
BLISSFUL,7.67,3.74,6.08
BLISTER,2.87,4.7,4.52
BLISTERING,4.24,3.61,4.3
BLITZ,5.6,5.9,5.45
BLIZZARD,4.36,6.53,3.65
BLOAT,3.4,3.78,3.86
BLOATED,2.8,3.0,3.24
BLOB,3.9,3.57,5.44
BLOCK,4.48,4.25,6.21
BLOCKADE,3.45,3.4,4.36
BLOCKAGE,3.7,4.19,3.57
BLOCKBUSTER,5.68,5.35,5.75
BLOCKHEAD,4.81,4.25,4.88
BLOG,5.14,3.61,6.11
BLOKE,5.0,4.24,4.78
BLOND,6.08,3.0,5.38
BLONDE,6.0,5.75,5.56
BLOOD,3.48,5.76,3.94
BLOODBATH,2.05,4.86,3.28
BLOODHOUND,5.0,4.59,4.84
BLOODLINE,5.71,4.0,3.73
BLOODSHED,3.61,5.22,3.19
BLOODSHOT,2.85,4.72,4.04
BLOODSTREAM,5.05,3.77,4.7
BLOODTHIRSTY,2.55,4.9,4.68
BLOODY,2.86,5.76,3.75
BLOOM,6.4,4.87,6.05
BLOOMERS,6.26,4.57,5.13
BLOOMING,7.19,3.04,5.0
BLOSSOM,7.05,4.75,5.64
BLOT,4.37,3.05,5.29
BLOTTER,5.5,4.14,5.26
BLOUSE,5.73,3.24,6.59
BLOW,6.1,4.48,5.0
BLOWFISH,4.62,3.95,4.5
BLOWJOB,6.16,6.5,6.07
BLOWOUT,4.27,4.78,4.42
BLOWTORCH,5.22,5.76,4.74
BLUBBER,3.85,4.27,4.72
BLUE,6.53,3.69,5.79
BLUE_SPRUCE,5.58,3.1,4.8
BLUEBERRY,7.11,3.23,5.7
BLUEBIRD,7.29,3.55,5.86
BLUEGRASS,5.65,3.35,5.9
BLUEJAY,6.64,3.43,5.0
BLUEPRINT,4.95,3.71,5.96
BLUES,3.43,3.61,5.44
BLUFF,4.58,4.17,5.21
BLUNDER,3.95,4.14,3.64
BLUNT,4.65,4.61,5.63
BLUR,4.45,3.88,4.96
BLURRY,4.1,2.83,3.57
BLURT,4.9,4.64,3.95
BLUSH,6.38,4.74,4.25
BOA,3.63,5.23,3.61
BOA_CONSTRICTOR,3.79,5.06,2.71
BOAR,5.0,3.08,4.68
BOARD,5.33,3.52,5.37
BOARD_GAME,6.33,4.4,5.05
BOARDER,5.15,3.75,5.44
BOARDING,5.22,3.25,4.72
BOARDROOM,4.38,3.75,5.38
BOARDWALK,6.86,4.08,6.17
BOAST,4.24,4.36,6.33
BOAT,6.36,4.05,5.59
BOATHOUSE,6.05,4.83,5.0
BOATING,6.63,4.64,5.82
BOATLOAD,5.45,4.29,5.19
BOATMAN,5.38,3.6,6.33
BOBCAT,5.38,5.0,4.36
BOBSLED,6.0,4.57,5.52
BODE,4.71,4.0,4.9
BODEGA,5.05,4.0,3.93
BODILY,4.74,3.71,4.29
BODY,5.95,4.62,5.76
BODYGUARD,5.29,4.55,5.64
BOG,3.57,3.68,5.0
BOGEY,3.58,4.86,3.75
BOGEYMAN,3.81,4.67,3.69
BOGUS,2.84,5.32,3.59
BOHEMIAN,6.05,4.79,4.25
BOIL,4.48,5.42,5.4
BOILER,4.47,3.23,5.08
BOLD,6.68,4.86,6.39
BOLLOCKS,4.68,4.38,4.75
BOLT,3.9,4.55,4.64
BOMB,2.47,5.71,3.14
BOMBARDIER,4.73,4.48,4.05
BOMBARDMENT,3.14,5.48,3.0
BOMBER,2.84,6.24,3.94
BOMBING,2.1,7.11,3.42
BOMBSHELL,5.68,5.5,4.5
BONANZA,6.09,4.42,5.71
BONBON,6.71,4.17,6.11
BONDAGE,4.38,5.65,4.28
BONDING,6.45,3.81,6.18
BONDSMAN,3.58,4.24,4.5
BONE,5.24,4.75,6.0
BONEHEAD,4.05,4.46,5.08
BONER,5.33,5.15,4.8
BONFIRE,6.53,4.67,5.35
BONG,4.26,4.05,5.95
BONKERS,4.95,5.08,4.29
BONNET,4.89,2.96,6.0
BONNY,5.1,3.22,5.19
BONSAI,6.38,4.1,5.95
BONUS,8.05,6.9,6.19
BONY,4.95,4.89,5.31
BOOB,5.29,5.3,5.83
BOOBY,7.23,5.33,5.91
BOOGER,3.25,3.8,4.33
BOOGEYMAN,3.55,5.09,3.0
BOOGIE,3.8,4.55,4.96
BOOK,7.05,3.13,6.41
BOOKCASE,6.1,3.38,6.06
BOOKIE,4.57,4.0,4.0
BOOKKEEPER,5.58,3.61,6.0
BOOKKEEPING,5.16,3.48,5.83
BOOKLET,5.52,3.55,5.62
BOOKMAKER,5.59,3.09,5.9
BOOKMARK,6.26,3.0,6.47
BOOKSHOP,6.7,4.22,7.0
BOOKSTORE,7.19,4.25,7.15
BOOKWORM,6.67,2.47,5.32
BOOM,4.74,5.57,5.14
BOOMER,4.1,3.77,5.3
BOOMERANG,5.91,4.57,5.14
BOON,4.84,3.45,5.68
BOOST,6.53,4.7,6.25
BOOSTER,4.52,3.39,4.85
BOOT,5.3,3.95,6.24
BOOTH,5.25,4.35,5.17
BOOTLEG,3.68,4.69,5.0
BOOTLEGGER,5.56,4.85,5.56
BOOTS,5.89,3.52,5.08
BOOTY,5.63,5.43,5.3
BOOZE,5.0,5.08,5.15
BOP,5.63,3.95,5.4
BOPPER,5.33,3.23,5.24
BORDER,4.68,4.3,4.74
BORDERLINE,4.0,4.39,4.84
BORED,2.95,3.65,4.96
BOREDOM,2.77,2.58,5.04
BORING,2.71,2.85,6.05
BORN,7.33,3.9,3.78
BORON,4.1,2.91,5.28
BOROUGH,5.0,3.45,5.22
BORROW,5.18,4.55,6.16
BOSOM,6.44,4.7,5.0
BOSS,4.76,4.43,4.65
BOSSY,2.86,4.68,4.73
BOTANICAL,5.77,3.25,5.73
BOTANY,5.55,3.0,4.81
BOTHER,4.44,4.2,4.22
BOTTLE,5.47,3.32,5.88
BOTTLENECK,4.5,4.48,5.0
BOTTLING,5.37,3.61,5.0
BOTTOM,3.61,3.19,3.44
BOTTOMLESS,5.71,4.3,4.64
BOTULISM,3.4,4.57,3.3
BOUNCE,6.1,4.68,6.15
BOUNCER,4.37,4.33,5.29
BOUNCY,6.64,4.54,5.54
BOUND,4.05,5.55,4.85
BOUNDARY,4.75,4.17,3.95
BOUNTIFUL,6.27,4.43,6.16
BOUNTY,4.37,4.85,5.45
BOUQUET,6.67,3.33,5.76
BOURBON,5.7,5.95,5.69
BOUT,3.9,3.67,5.3
BOUTIQUE,6.1,4.33,5.88
BOVINE,4.4,3.5,6.19
BOW,5.46,3.85,5.95
BOWEL,3.21,3.57,4.5
BOWELS,3.25,3.67,5.04
BOWL,5.67,3.21,5.58
BOWLER,5.18,3.64,5.35
BOWLING,6.68,4.05,5.2
BOX,5.33,2.67,4.67
BOXCAR,5.5,4.21,4.95
BOXER,5.21,4.14,5.64
BOXERS,5.05,4.52,5.96
BOXING,4.47,5.73,5.63
BOY,5.84,4.11,5.5
BOYCOTT,4.2,5.0,6.52
BOYFRIEND,7.06,4.9,5.17
BOYHOOD,5.42,3.45,5.35
BOYISH,5.73,4.63,5.62
BOYSENBERRY,5.95,3.19,5.8
BOZO,4.35,4.32,4.5
BRA,5.9,3.92,5.63
BRACE,4.85,3.9,4.97
BRACELET,6.48,3.96,5.0
BRACKET,4.63,3.15,5.05
BRAG,4.05,3.5,5.32
BRAID,5.78,3.9,5.6
BRAIN,6.22,3.35,6.28
BRAINLESS,3.57,3.95,4.11
BRAINSTORM,6.57,4.29,6.55
BRAINWASH,3.11,5.9,2.88
BRAINY,6.26,5.05,6.92
BRAKE,4.9,3.82,5.67
BRAN,4.84,2.26,5.05
BRANCH,5.15,2.67,4.91
BRAND,5.05,2.82,4.57
BRANDY,5.67,3.86,5.5
BRASH,4.38,3.55,5.33
BRASS,5.05,4.0,5.95
BRASS_KNUCKLE,4.25,5.23,5.53
BRASSIERE,6.0,4.68,5.54
BRAT,2.67,4.67,4.61
BRATWURST,5.65,2.75,4.81
BRAVADO,5.89,4.7,6.04
BRAVE,7.38,4.95,6.84
BRAVERY,7.38,5.84,6.57
BRAWL,3.64,5.38,4.73
BRAWN,5.0,4.65,5.57
BRAZEN,5.0,5.67,5.64
BREACH,3.67,3.46,4.76
BREAD,6.52,3.85,6.05
BREADTH,4.63,3.61,5.5
BREAK,5.1,4.71,4.5
BREAKAWAY,4.67,4.6,5.81
BREAKDOWN,3.48,4.73,3.62
BREAKER,3.91,4.75,5.52
BREAKFAST,7.39,5.0,6.83
BREAKING_AND_ENTERING,2.0,5.68,2.7
BREAKTHROUGH,6.35,5.68,6.58
BREAKUP,2.19,6.33,3.72
BREAST,6.64,5.39,5.0
BREATH,6.61,2.35,5.78
BREATHE,7.17,2.6,6.22
BREATHER,5.95,2.85,5.42
BREATHLESS,4.95,5.73,5.19
BREATHTAKING,7.0,5.38,5.52
BREECH,3.14,3.57,5.05
BREED,5.74,4.1,6.17
BREEDER,4.71,3.79,5.3
